INFO: STARTING!
INFO: Log parameter values verbosely: [0]
INFO: Min num runs: [10]
INFO: Num threads: [1]
INFO: Graph: [/home/cc/tflite_models/InceptionV3.tflite]
INFO: Signature to run: []
INFO: Enable op profiling: [1]
INFO: #threads used for CPU inference: [1]
INFO: Loaded model /home/cc/tflite_models/InceptionV3.tflite
INFO: The input model file size (MB): 95.3249
INFO: Initialized session in 170.864ms.
INFO: Running benchmark for at least 1 iterations and at least 0.5 seconds but terminate if exceeding 150 seconds.
INFO: count=5 first=104301 curr=105068 min=104301 max=105197 avg=104953 std=328 p5=104301 median=105096 p95=105197

INFO: Running benchmark for at least 10 iterations and at least 1 seconds but terminate if exceeding 150 seconds.
INFO: count=10 first=105435 curr=105706 min=105083 max=105706 avg=105307 std=202 p5=105083 median=105279 p95=105706

INFO: Inference timings in us: Init: 170864, First inference: 104301, Warmup (avg): 104953, Inference (avg): 105307
INFO: Note: as the benchmark tool itself affects memory footprint, the following is only APPROXIMATE to the actual memory footprint of the model at runtime. Take the information at your discretion.
INFO: Memory footprint delta from the start of the tool (MB): init=201.801 overall=203.922
INFO: Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
	                             [node type]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	                 ModifyGraphWithDelegate	  131.498	  131.498	 92.019%	 92.019%	181444.000	        1	ModifyGraphWithDelegate/0
	                         AllocateTensors	   11.405	   11.405	  7.981%	100.000%	 15588.000	        1	AllocateTensors/0

============================== Top by Computation Time ==============================
	                             [node type]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	                 ModifyGraphWithDelegate	  131.498	  131.498	 92.019%	 92.019%	181444.000	        1	ModifyGraphWithDelegate/0
	                         AllocateTensors	   11.405	   11.405	  7.981%	100.000%	 15588.000	        1	AllocateTensors/0

Number of nodes executed: 2
============================== Summary by node type ==============================
	                             [Node type]	  [count]	  [avg ms]	    [avg %]	    [cdf %]	  [mem KB]	[times called]
	                 ModifyGraphWithDelegate	        1	   131.498	    92.019%	    92.019%	181444.000	        1
	                         AllocateTensors	        1	    11.405	     7.981%	   100.000%	 15588.000	        1

Timings (microseconds): count=1 curr=142903
Memory (bytes): count=0
2 nodes observed



INFO: Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
	                             [node type]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	           Convolution (NHWC, F32) IGEMM	    0.518	    0.521	  0.496%	  0.496%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:0
	           Convolution (NHWC, F32) IGEMM	    3.211	    3.224	  3.066%	  3.562%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:1
	           Convolution (NHWC, F32) IGEMM	    6.503	    6.400	  6.086%	  9.648%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:2
	                 Max Pooling (NHWC, F32)	    0.374	    0.370	  0.352%	 10.000%	     0.000	        1	Delegate/Max Pooling (NHWC, F32):3
	            Convolution (NHWC, F32) GEMM	    0.406	    0.409	  0.389%	 10.389%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:4
	           Convolution (NHWC, F32) IGEMM	   10.828	   10.818	 10.286%	 20.675%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:5
	                 Max Pooling (NHWC, F32)	    0.194	    0.196	  0.186%	 20.861%	     0.000	        1	Delegate/Max Pooling (NHWC, F32):6
	Average Pooling (NHWC, F32) Pixelwise Average Pooling	    0.156	    0.158	  0.150%	 21.012%	     0.000	        1	Delegate/Average Pooling (NHWC, F32) Pixelwise Average Pooling:7
	            Convolution (NHWC, F32) GEMM	    0.104	    0.098	  0.093%	 21.105%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:8
	            Convolution (NHWC, F32) GEMM	    0.189	    0.190	  0.181%	 21.286%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:9
	            Convolution (NHWC, F32) GEMM	    0.188	    0.189	  0.180%	 21.466%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:10
	           Convolution (NHWC, F32) IGEMM	    1.438	    1.439	  1.368%	 22.834%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:11
	            Convolution (NHWC, F32) GEMM	    0.192	    0.191	  0.182%	 23.016%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:12
	           Convolution (NHWC, F32) IGEMM	    1.048	    1.058	  1.006%	 24.022%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:13
	           Convolution (NHWC, F32) IGEMM	    1.572	    1.583	  1.505%	 25.527%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:14
	                          Copy (NC, X32)	    0.118	    0.117	  0.111%	 25.638%	     0.000	        1	Delegate/Copy (NC, X32):15
	Average Pooling (NHWC, F32) Pixelwise Average Pooling	    0.204	    0.204	  0.194%	 25.832%	     0.000	        1	Delegate/Average Pooling (NHWC, F32) Pixelwise Average Pooling:16
	            Convolution (NHWC, F32) GEMM	    0.248	    0.249	  0.237%	 26.068%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:17
	            Convolution (NHWC, F32) GEMM	    0.248	    0.248	  0.235%	 26.304%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:18
	            Convolution (NHWC, F32) GEMM	    0.247	    0.247	  0.235%	 26.539%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:19
	           Convolution (NHWC, F32) IGEMM	    1.441	    1.443	  1.372%	 27.911%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:20
	            Convolution (NHWC, F32) GEMM	    0.248	    0.249	  0.237%	 28.148%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:21
	           Convolution (NHWC, F32) IGEMM	    1.045	    1.050	  0.998%	 29.146%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:22
	           Convolution (NHWC, F32) IGEMM	    1.576	    1.586	  1.508%	 30.654%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:23
	                          Copy (NC, X32)	    0.126	    0.126	  0.120%	 30.773%	     0.000	        1	Delegate/Copy (NC, X32):24
	Average Pooling (NHWC, F32) Pixelwise Average Pooling	    0.231	    0.231	  0.220%	 30.993%	     0.000	        1	Delegate/Average Pooling (NHWC, F32) Pixelwise Average Pooling:25
	            Convolution (NHWC, F32) GEMM	    0.281	    0.280	  0.267%	 31.260%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:26
	            Convolution (NHWC, F32) GEMM	    0.280	    0.276	  0.263%	 31.522%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:27
	            Convolution (NHWC, F32) GEMM	    0.279	    0.278	  0.264%	 31.786%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:28
	           Convolution (NHWC, F32) IGEMM	    1.438	    1.441	  1.371%	 33.157%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:29
	            Convolution (NHWC, F32) GEMM	    0.278	    0.279	  0.265%	 33.422%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:30
	           Convolution (NHWC, F32) IGEMM	    1.048	    1.053	  1.001%	 34.424%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:31
	           Convolution (NHWC, F32) IGEMM	    1.576	    1.575	  1.498%	 35.921%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:32
	                          Copy (NC, X32)	    0.126	    0.126	  0.120%	 36.042%	     0.000	        1	Delegate/Copy (NC, X32):33
	           Convolution (NHWC, F32) IGEMM	    6.818	    6.834	  6.499%	 42.540%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:34
	            Convolution (NHWC, F32) GEMM	    0.285	    0.281	  0.268%	 42.808%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:35
	           Convolution (NHWC, F32) IGEMM	    1.130	    1.055	  1.004%	 43.811%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:36
	           Convolution (NHWC, F32) IGEMM	    0.401	    0.399	  0.379%	 44.190%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:37
	                 Max Pooling (NHWC, F32)	    0.068	    0.068	  0.065%	 44.255%	     0.000	        1	Delegate/Max Pooling (NHWC, F32):38
	                          Copy (NC, X32)	    0.074	    0.073	  0.070%	 44.325%	     0.000	        1	Delegate/Copy (NC, X32):39
	Average Pooling (NHWC, F32) Pixelwise Average Pooling	    0.147	    0.148	  0.141%	 44.466%	     0.000	        1	Delegate/Average Pooling (NHWC, F32) Pixelwise Average Pooling:40
	            Convolution (NHWC, F32) GEMM	    0.540	    0.539	  0.512%	 44.978%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:41
	            Convolution (NHWC, F32) GEMM	    0.546	    0.544	  0.517%	 45.496%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:42
	            Convolution (NHWC, F32) GEMM	    0.363	    0.362	  0.344%	 45.840%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:43
	           Convolution (NHWC, F32) IGEMM	    0.545	    0.545	  0.518%	 46.358%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:44
	           Convolution (NHWC, F32) IGEMM	    0.916	    0.910	  0.866%	 47.224%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:45
	            Convolution (NHWC, F32) GEMM	    0.357	    0.359	  0.342%	 47.566%	     0.000	        1	Delegate/Convolution (NHWC, F32) GEMM:46
	           Convolution (NHWC, F32) IGEMM	    0.549	    0.550	  0.523%	 48.089%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:47
	           Convolution (NHWC, F32) IGEMM	    0.540	    0.543	  0.516%	 48.605%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:48
	           Convolution (NHWC, F32) IGEMM	    0.550	    0.551	  0.524%	 49.129%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:49
